z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,PT
-0.081338867,0.904334383,-1.826284605,1.523566046,-0.396978903,-0.292581114,-1.235756756,0.356924418,-0.138985875,0.355645934,0.371985664,-0.26863774,0.065179538,0.742716622,-0.426056198,-0.151060008,0.021586034,-0.830619815,0.310202454,-0.240684046,0
2.830112209,-2.044867406,0.781844124,1.010450414,0.748193053,0.01115388,-1.925859693,-1.075246347,1.057194657,-0.137574306,-0.955764069,0.076269145,-0.013798568,-0.620666288,-0.731892031,-0.519357752,-0.505543986,0.130604763,0.435790163,-0.507951081,0
-0.583228029,0.70163553,-0.428421865,1.201553267,-0.992791195,-0.322960853,-0.191335761,0.995868801,1.096824628,-0.366884073,0.159470665,0.119175147,0.559389883,1.191858133,-0.267221991,0.268282364,0.278777776,-0.212898849,0.156873019,-0.427477767,0
7.562808789,-3.705794846,4.160172663,-1.336729843,0.295489914,-0.767267051,0.711362854,-0.795554265,0.617804855,1.105906963,0.247781091,-1.804030568,0.338721981,-2.157821985,-0.200480257,-1.463729016,-0.826460332,-2.048880583,1.143307762,1.794075521,1
-0.99925722,2.755877439,1.294525503,-2.030484871,-1.129608381,0.848548448,-0.525934132,-1.723784426,-1.427376941,0.568599643,-2.076595658,1.593636313,1.277356927,0.177513933,1.215849702,1.163167245,0.480030864,-0.744904046,-0.718382423,-1.693104205,1
3.110610937,-2.571111218,1.761837489,-0.779417445,-0.769153664,-0.012181033,1.635957835,0.497903034,0.341788003,-2.108846696,0.298067186,0.479014224,0.041082269,1.274875557,0.580745344,-0.825312183,-0.073282984,-1.615916816,1.71278302,0.313686439,0
-0.872637873,0.073444877,0.934323542,-1.43685148,2.463105489,-2.058037144,-2.252699398,-0.850479095,-0.485872983,1.346280237,1.447437583,0.078808259,-0.682317497,1.084550388,-0.846603152,-1.099506812,-2.326087026,-0.120909441,0.233255098,0.042585133,1
0.242795509,2.041175733,1.699123493,-1.420775301,0.632639941,0.420499865,-1.863205721,0.811951522,-1.766890145,-0.01472586,0.722616614,1.235570849,-1.124364728,0.196762048,-0.774631711,-0.797822705,-0.875626527,0.59942242,1.593241012,0.461377553,1
-1.026775836,-1.194335278,0.936874942,0.542309379,-0.467690826,-0.590804492,-1.651199972,0.187932721,1.78820355,-0.14032092,0.500855939,-1.029623599,-0.226455711,0.766999348,0.543085488,-0.254801727,0.302502648,0.21908231,-0.057610287,0.039248786,1
-2.650061349,-0.907767383,-1.571073954,-0.287383607,-0.262791855,0.00448547,-0.142325084,0.974869712,0.06265578,1.660369826,0.497568583,-0.246486271,0.310741497,-0.412404728,-0.340062182,0.732660061,-0.632778461,-0.582167886,0.319316168,-0.193496431,0
-2.04632597,2.841095861,-1.751366713,-1.950281165,-0.303268531,0.45335937,-0.301408277,-0.925087563,1.113945172,-0.320419657,0.140936669,2.089168553,0.085095265,0.177781391,-0.608454375,-0.388490178,-0.291008315,1.072106222,0.66008076,-0.501478711,1
1.018720254,-1.173115035,-0.825573681,-1.41980216,-0.694407284,-0.970746306,1.704214453,-1.992607277,-0.426902213,1.390040102,0.715786216,-0.297793968,-1.15541521,0.327347653,-0.892062187,0.741450364,1.285339207,-0.20035631,0.581465986,0.552008789,0
-3.174073686,-3.58537596,0.014567656,-1.327583082,-1.411045667,-0.741004962,2.574001905,-0.131328128,-0.225662063,0.435389798,-0.71191887,3.216509824,-0.848343348,-0.575237966,-0.954970157,0.808116758,-1.16384324,0.623793839,-0.14434237,0.675847551,1
-1.575112362,0.800263688,-0.398683291,-0.943914522,-1.024571674,-0.626201247,0.681039532,0.199550051,0.24995776,-0.754290935,0.723182136,-1.24929454,0.633207528,-0.270629962,0.17990909,-0.309669623,-0.083046161,0.570149435,0.551363797,0.004575028,1
3.026569695,-1.401584309,-3.52858976,-0.028576381,-1.361317892,0.142498598,1.510727661,-0.129301526,-0.695776869,-0.939438585,0.155372017,0.170887066,0.094358974,1.445191026,-0.99644554,-0.730945428,0.313160217,0.927736985,0.326801962,-0.734718786,0
-0.582039515,-0.552274806,0.154108361,0.409960885,-0.99282113,-0.006246832,0.716829329,-0.14351672,-0.225456451,-1.180493131,0.001494152,0.056537977,-1.33215213,-0.74707147,-0.93982746,1.540225169,0.008230385,-0.168518433,0.497938237,-0.489898894,0
-1.251210349,-0.874526677,-2.0720592,-0.123167576,-0.551225715,-0.760102078,-0.466880099,0.029620172,0.223883905,1.843273212,0.470629253,0.678174586,0.337157753,-0.062060458,0.021915892,0.067286277,-0.252873592,-0.679885066,0.361784348,0.235505694,1
-2.177801077,0.0425774,0.118192322,-0.414651657,-0.118120332,0.937840915,-0.810398859,0.290364639,0.34744482,0.149556645,-0.178112563,-0.730579543,0.092237802,0.394277604,0.083819497,-0.336687801,-0.403469793,0.093716779,0.49521218,0.43271176,1
-2.015360654,0.170391173,1.229540724,-0.247214262,0.561674553,-2.387436934,-0.304671443,-0.835412439,-1.516713026,0.623721397,-0.653301294,0.00163494,0.59751028,0.288319814,-0.038983725,-1.768931753,0.13994461,0.450214627,0.438861128,0.143025258,1
-1.139393596,1.89878207,-4.552209136,-2.701099966,-3.106019568,-0.278286756,0.349821939,2.811875578,1.717271759,1.940001751,-0.472191581,-0.365297915,-0.834273065,-2.087796207,-0.639906922,-2.151887732,-0.527854691,-2.114385102,0.326001103,-1.484022536,1
-1.588630755,-0.078512867,-1.519698347,0.229116366,1.614423602,-0.516725633,-1.23123187,1.308479304,-0.437296937,0.506399776,0.119228085,0.083755326,1.135039657,-0.307228366,0.009165639,0.288298099,0.189079512,0.593144058,0.352826679,1.234760259,1
0.175286707,1.350063401,-0.061165255,-0.697783929,-1.130823769,-2.389819643,-1.854204152,-1.024886414,0.021194757,-0.839071214,-0.596486416,-0.377351473,1.428970388,0.294371495,0.37329359,0.913452158,0.419087958,1.256663687,1.143050716,0.064698025,1
-2.259637248,-1.996937278,-1.624736238,0.646380328,0.66665424,-0.418133862,-1.171387167,-0.088644361,-0.048180336,0.945458961,0.587284,-0.305374015,0.722543441,0.522142978,-0.41783752,1.282913305,-0.002138469,0.377771402,0.77977301,0.15071993,1
2.085464732,-0.570100031,-3.411768352,0.056238873,-1.428785112,-0.484584588,0.340185311,-0.551452819,-1.104174054,-0.927018715,0.91473504,-0.444953886,-0.19416162,-1.260709646,-0.441485959,-0.989644921,0.063983249,-0.632149211,-0.065047449,-0.297580279,0
-3.877167134,-2.242985958,-0.092534745,-0.319753743,1.060475517,0.181234588,0.346161215,-1.85241869,0.907754597,2.088401552,-0.260291249,0.274777004,-0.798669878,0.905101365,-0.002651037,-0.279428152,1.024109357,-0.13941476,0.446857245,0.079646451,1
0.355393757,2.141548576,-1.881109962,-0.74964414,1.906010397,-0.750522459,0.371826501,-0.160154979,0.239528418,0.46439776,0.550978982,0.58352044,-1.421645583,1.098390004,0.240420031,0.265063776,0.592119341,-0.094703351,0.908298489,-0.184646344,0
-1.587669519,0.616898602,-1.24775202,-0.190955686,-1.737118433,-0.18714154,-1.341647961,0.94707046,-0.807391849,-0.150014226,-1.98373328,-0.250847972,-0.029388654,0.303475829,-0.071792943,-0.096011121,0.248786663,-0.273672078,1.144306216,-0.938197765,1
-0.589351597,0.550025209,-1.350656647,0.300427078,0.339465188,-1.001592075,0.712757386,0.8432974,1.08528896,-1.511544326,-0.528500721,-0.683203041,-0.594006943,0.045382628,-0.876455187,0.490064216,0.247194743,-0.050267871,-0.065897322,0.459811093,0
1.199231339,-2.977472027,-1.183280246,-0.717128758,1.173886119,1.76768013,-0.566824179,-1.333094097,0.095792334,1.223871377,-0.416114204,-0.210293613,1.575920734,0.410054462,-0.164336353,-0.138947635,0.305303745,-0.123344658,-0.496135517,-0.387946105,0
-1.433154802,0.891193672,-0.090705688,0.273012688,-1.163474438,1.079711315,-0.181813429,0.195992073,0.523076252,0.116583985,-0.051111609,0.11999761,-0.031325717,-0.716316853,-0.651203637,0.368371517,1.601365571,-0.084367438,-0.173383263,0.224130564,1
-1.12561099,-1.643062064,-2.233281211,0.399378133,0.114887305,0.169862029,-1.061930943,-0.088047414,0.210841134,0.601099323,0.705039526,-0.35277176,0.569601697,-0.205109567,0.302838207,0.159995123,-0.148866148,0.167910442,-0.18056835,0.54059623,0
0.279729,-1.347911188,-3.18079041,-1.960573764,-1.05499082,-0.872914992,0.902835808,2.594043372,0.890530869,0.229849206,-1.000324163,-0.391249113,-0.781243118,-1.14634632,-1.691643915,-0.728850431,-1.180566947,-0.035873857,-1.083850919,0.227654694,0
1.460075835,-0.304616553,-2.277727271,0.071775018,-1.250200049,0.670163778,0.321678867,0.222289676,-0.013836471,0.554897592,-0.151671563,-1.351312858,-0.987345173,-0.541852796,-0.053471593,-0.586848749,-0.115926178,0.057842642,0.296190428,0.734808528,1
0.31371768,-1.355336122,-0.327456429,-0.406487194,0.335304872,0.222007297,-0.478951139,-0.032112265,0.463023174,-0.340758644,-0.180626696,-0.373624099,0.074477303,-0.271830586,-0.092946135,-0.307666704,0.013904701,0.452088215,0.283904358,0.708154015,1
2.003133072,-2.317001119,-3.448334113,-0.855369653,1.316997442,0.781187248,0.37244433,0.069467395,-0.412298371,-0.474381026,-0.420723235,-0.236128516,0.958168244,0.208726171,0.385795624,-0.801826198,-0.55726645,0.62669043,-0.416976117,0.476299394,0
-2.843012625,-1.707281474,-0.136219745,-0.66322473,0.098936142,-0.420615103,1.296307754,-0.624122299,0.135873597,-1.480042348,-0.117259155,-0.789408623,0.290790985,0.043172352,0.634508743,0.080735341,-0.444552695,0.639920047,-0.136550835,-0.070481696,1
-0.690039394,0.239179999,-1.171106959,0.789590932,-0.140041339,-1.768593799,-1.629659691,1.111570761,1.214493625,0.143456016,0.248514482,-0.743306874,-0.128833439,0.598160062,-0.183101154,-1.660214218,0.132489846,0.282374916,0.559697919,0.091873149,0
-2.502513548,-2.912124107,-0.069618873,0.018231524,-0.147942359,0.983894405,0.72256958,0.611896968,0.01019166,-0.173888271,0.167130018,0.165968271,0.047821636,0.081395626,0.176867816,0.533402297,-0.695230144,0.253098963,1.149881306,-0.04738209,1
-1.116913112,1.644467898,-2.02858909,0.019261574,-1.208934172,-0.175036834,0.499244003,0.711730009,-0.218732013,0.719740328,0.392269702,0.105085745,-0.386635426,-1.278976719,-0.067166287,-0.0491176,-0.7055655,-0.443832149,-0.591397729,0.545235211,0
-0.464603816,1.56890013,-0.253247761,0.662446589,0.571070642,0.117985077,-0.666104894,0.55429704,-0.997067465,0.638924382,0.413103699,-0.442062891,-0.316110556,0.098706229,-0.700050843,0.417119049,-0.035645249,-0.131061045,-0.267026372,-0.618689111,0
6.89605064,-1.002062566,-1.660103236,2.207290935,0.108008765,0.335541635,2.275605398,-0.893706773,-0.160571851,-2.217293676,-0.466913943,1.318639099,0.952654199,1.444361802,0.714061791,-0.120412587,-0.480769103,-2.624986317,1.083584721,0.337167939,0
-0.526534393,3.293766807,-1.04727497,-2.097066929,1.413892374,0.031418765,0.442662064,0.100510586,0.262364973,-1.599299999,0.405060034,0.040569258,0.041341905,0.995148639,0.653546985,0.415091835,1.191669649,-0.166336965,0.1800963,0.520779872,1
2.274249149,-0.719320397,1.455241045,-1.524826526,-1.44156739,0.397432301,-0.793103042,-0.049495631,0.197897481,-0.350145008,-1.665135983,-0.187840933,-1.306554272,-0.703481537,1.412513287,-0.217827319,-1.092694672,0.376384892,0.030049309,0.495213547,1
-2.679978559,-3.0151091,2.312966573,-0.563089188,-2.61034831,0.722750483,1.34125696,0.344025395,1.816365446,-2.243972166,0.428778272,1.160211266,-1.391537953,1.548790242,0.214329508,0.674407693,-1.848266829,-0.65312452,-0.536054471,-0.254649744,1
6.731870644,0.772738116,0.517323414,-5.210575411,-4.2803218,0.498027361,0.924086088,2.652900346,-1.851250782,3.550163041,0.806465253,-0.847337092,1.620023186,2.260531916,1.492448784,0.405285421,0.511190749,0.530309182,-1.077795544,0.401175078,0
-2.22678208,0.780427514,0.944121448,1.096916731,-0.41392256,0.110181268,2.182334924,0.218948922,0.374353928,-0.785761247,0.848384057,0.186914134,0.985356072,-0.988519566,-0.812339972,1.092825176,-0.259581072,0.359819461,-1.055443442,0.458877156,1
1.102133542,1.292228192,0.718472993,2.794905126,-3.479374173,-2.415001402,1.949612745,-0.949621104,0.462787424,-1.09221228,1.691151863,0.872168013,0.461914835,-0.032369443,-1.537055032,-0.551425189,0.409262949,-0.894047764,-0.298524608,0.15825662,0
0.074863226,-1.249190462,-0.044501702,0.060877192,-0.064808387,-0.564310878,1.510086904,0.880067111,-0.781219228,0.133755621,0.624152036,-1.250468695,-0.256431843,0.134726711,0.315441468,0.872652497,-0.416453222,-0.744410704,-1.174776555,-0.852369056,0
2.851433191,-1.2421525,-1.013178775,-0.645596919,1.870150079,0.008007707,1.363408784,-0.302510049,0.455574527,-0.496423946,0.277096498,-1.288072027,-1.321865586,0.296935272,0.210666563,0.409152231,0.728997064,0.642810301,0.561834456,-0.633972907,0
0.127160625,1.757516678,0.41569466,-0.01833163,0.772919362,-0.587668565,1.843901094,0.558965968,-0.320735518,-0.275148239,1.436004119,-0.134016204,0.828620095,-0.574606681,0.691182527,0.480198562,-0.42859354,-0.018324189,0.291524795,-0.721697575,0
-1.432011705,0.006126121,-0.898683279,-0.690828986,-0.108017095,-0.739374196,-0.441883209,-0.32066767,-0.662762217,-1.28913483,0.737478638,-1.640290121,-0.144215932,-0.355142364,1.188928262,0.620323033,0.240272479,-0.510243686,-0.832813492,0.472917396,1
-0.16730076,1.807374707,-1.769696585,0.967814678,0.439262871,0.045762578,0.404201495,0.727727896,-0.272491794,0.306165534,0.750619414,-1.261788546,-0.047839721,-0.484467596,0.880928049,0.087834859,-0.217572288,-0.691825648,-0.679332555,-0.681885546,0
-0.006596441,1.655882721,0.292467875,0.365914823,-0.302172884,-1.762844767,-0.113661515,-0.71517913,0.805944247,-1.194034727,-0.278939594,-0.580234747,0.345495279,-0.44374787,0.104050648,-0.380324969,-0.374399232,1.260410832,-0.129990971,-1.212548359,0
-2.085612633,1.742081533,-0.647344429,-1.886227474,-1.821886877,-1.2591505,0.324116609,-0.017779883,-0.493562693,1.90308425,1.64743374,-0.898355132,0.748716248,-0.469285332,0.490115954,-1.275994855,-0.844756267,-1.406619292,0.072746285,-1.224136042,1
0.818358062,0.591679523,-0.073898345,0.775843577,-0.470121521,1.053065669,1.387405306,0.387336896,0.010042924,-1.13723112,0.039737502,0.262912572,-0.871344777,0.56010881,0.045429847,1.013087672,0.649074324,-0.826524923,0.98690481,-0.103892285,0
-1.091225582,0.685411566,-0.237791581,-0.141637561,-0.645541419,0.127153579,0.262634646,-1.019099983,-0.48195947,-0.249077782,0.163727772,-0.16373229,1.395167408,-0.916346439,0.578478337,0.747574363,0.043406611,0.893032204,1.023192094,-0.376945426,0
1.342504295,-1.516282482,1.00350363,1.027143709,-1.33124032,-1.627707301,0.786875999,-0.482448087,1.144398615,-0.819936804,0.101503266,0.915419395,-0.684274263,-0.036587701,-0.938214019,-0.118050462,0.187517479,-0.108461918,0.736420081,-0.524968983,0
4.134517451,0.727851719,-0.095701544,0.698525693,0.534252155,0.150072442,-1.047855651,-0.333303476,0.658874072,0.860968425,0.595724023,1.305134393,-0.23855679,-1.349833404,-0.122299312,0.710646069,-0.677254518,2.101999338,-1.414378338,-0.035495962,0
-1.276260372,-2.154932891,0.331297194,0.604166987,1.693156636,0.27383481,0.822718645,-0.276696742,-0.326311847,0.710515237,0.50617429,-1.886958596,0.366480954,-1.288247014,0.79529906,0.219134713,0.457150545,0.864608301,1.145018329,-0.170127052,0
-0.637116407,-1.533694096,-1.649110308,-0.110381004,0.067368109,-1.189115067,0.189792965,0.568824808,-0.036501841,-0.502375121,-0.064682942,-0.837446217,1.410569307,1.072744328,0.574194044,0.435214319,-0.276316537,-0.806260414,-0.077563792,0.72285531,1
-0.577515121,3.303317352,-0.141745402,1.079963193,2.161289474,0.49851373,1.127550206,1.114440941,-2.30150863,-0.28790069,-0.134434575,1.441743828,-1.636243329,0.520984732,0.384597297,-2.129206806,-0.880318991,0.819030825,0.925678508,0.054474579,1
-1.066483952,-0.798272966,1.182264769,-0.987092891,-0.311490659,0.159659956,0.042702111,-0.915915473,1.598898319,0.276309258,-1.054011909,0.148917532,-1.050855728,-0.81414304,0.777308875,1.011639575,-1.098263545,0.533755816,-0.746748947,-0.358748266,1
-2.730242891,-0.131246075,-1.970744238,-1.926077988,1.70308819,-1.319006057,0.891526663,-4.889527479,2.366939742,2.876033877,-0.991360154,2.503198529,-2.792455743,1.295256876,0.222352956,-0.285137534,2.757435272,-1.246981426,-0.917807054,0.120378309,0
-0.222795728,1.738631339,0.817479818,1.181206181,0.635360721,-1.04617286,0.863117144,0.422456723,-0.936416642,-0.192327029,0.756849722,0.761191378,-0.102756498,-0.082223857,0.74176715,-0.160948686,0.652231393,0.374657809,-0.146628548,0.265442597,0
-1.178519931,0.926038129,-0.53292049,-2.872394163,0.972405493,0.526579152,-0.132234482,0.299175306,-1.758515964,0.000865502,-0.530736665,-0.675278259,-0.547060573,2.302804231,-1.558964937,-0.539761927,-0.250440277,0.264591998,-0.1179192,1.220203258,1
1.109524356,-0.398530595,-2.304704099,1.325184412,0.573584013,-0.483645607,-1.070025828,-0.330073057,0.413234189,-0.021506507,-0.905410456,0.956165825,0.507980975,0.321830299,0.259800173,0.149013616,0.458562513,0.728177478,-0.206027615,0.290095215,0
0.527634903,-0.822034015,-2.411610175,-1.162652639,0.281402112,-0.957312104,1.065056985,-1.215580431,0.252617528,-1.691321363,-0.580172612,0.644029336,-1.86202753,-0.343114996,0.886964214,0.570533278,0.42637225,-0.178254161,0.39714162,0.565871998,0
0.103858416,0.801420921,-1.236240525,0.376854363,0.173384192,-0.285881237,0.016555642,0.360621586,0.216654755,0.081499576,0.044087119,0.3492532,-0.749278658,0.059555857,0.935051282,0.173331808,0.505111087,-0.366566061,-0.086350035,0.438644729,0
0.965244198,1.927499525,-1.281327112,-0.213410876,0.962621012,-0.928651457,-1.014389115,0.475574821,0.309917154,0.057165741,1.488388256,-0.370252373,-1.206775633,-1.061979789,0.068578089,-0.017186864,-0.689969557,0.189168114,0.220070188,-0.978141274,0
1.591044998,0.203312108,-1.139632283,0.380710758,0.375239014,-0.789250623,-0.670752474,0.226282309,0.242715289,-0.21268869,-0.411878945,-0.026789874,-0.165641349,-0.246049541,1.086570748,0.102776741,-0.039934472,0.259363061,0.275766843,0.257439026,0
-0.15161692,-0.210091791,0.06439199,-2.682659186,0.539922499,-1.7228664,1.654403954,0.922129856,0.427222559,1.455224517,-0.428465567,1.004279692,0.845235401,-0.493140388,1.809709927,0.683481146,-0.251626582,-1.033375095,0.012795205,-0.448430407,1
3.049622999,0.982552026,-0.9592917,0.028245781,0.278398157,0.367165923,-0.252576102,0.665200535,1.139121425,0.600973432,0.166661478,0.688338645,-0.143273494,-0.164017377,0.769833586,0.272980292,0.233702592,-0.119595106,0.295334764,-0.250183048,0
-0.781617523,1.128066406,-0.015826146,-0.959550366,-2.384311536,3.117930985,-0.999772325,0.230816438,0.424752703,0.197969145,-1.85688076,0.112040643,-0.044829838,0.187652325,-0.197942954,0.750093622,-0.712168424,0.011705347,1.217204236,-0.692945705,1
0.979226593,-1.203040439,-0.855024917,-0.504955289,-0.169292837,0.42609428,-0.062251211,-1.315858844,-0.189320306,0.556168711,0.3395161,0.826604832,0.127870055,-0.949742848,-0.264660424,-0.823663015,-0.295522974,0.766235572,-0.855672902,0.058263755,0
3.407422091,1.772303046,-0.522609906,1.638832821,-0.380328075,-2.862313418,-0.955333228,0.853722598,2.208667587,1.092031175,-0.98328475,-0.038251056,-0.39505078,0.567918635,1.499448399,-0.523644998,0.200358859,0.110530032,0.098876208,-1.03152716,0
-0.945574315,-0.913938513,0.074720011,-0.52635295,-0.588866643,0.847115351,-0.517805368,-0.466636308,0.977082852,-0.38212105,0.021118938,0.042244041,0.175910813,-0.51310295,0.235119112,-1.454161918,-1.085150285,1.249210325,0.111480758,0.76318253,0
6.563721271,-1.858476539,0.270311398,-2.333569122,-1.428885733,0.333450461,3.047862,0.643529758,-1.39973377,0.92726311,0.824063947,-1.8352078,-2.083876617,2.662031556,-1.876628979,0.216912626,0.408891734,3.36533449,-1.460049205,-1.701640265,0
0.462853846,1.376309008,-1.711971321,1.441101097,-0.592306663,-0.312394681,-0.739879159,-0.376254196,-0.125822488,-0.261173032,-1.051749676,-1.039682063,-0.884015374,0.470849456,0.658720986,0.100513998,-0.051447257,-0.849554465,-0.674023591,-0.059475516,0
-0.964512294,-3.789689408,1.33374864,-0.700549238,1.364408556,-0.180931368,-2.160136216,0.765319659,0.830247162,0.813437894,0.23883253,0.519909635,0.37846058,-0.214940155,-0.514425694,0.644742376,-1.109790214,0.737024934,0.563976038,-0.544337765,1
-1.374750041,1.293666353,0.354145127,-0.964571457,-4.229821837,5.194835789,-1.585766624,0.032467426,1.296041016,-0.114848051,2.123157007,3.834659256,0.380572221,-0.228420271,0.504217915,-0.286974516,0.01498519,1.663101308,0.329027407,1.286858727,1
-2.199836359,-1.51868264,0.368859059,-1.332196827,-1.76052513,0.785647719,0.008914803,-0.206113279,0.611151279,-1.388944552,0.298368527,0.182184452,0.358263524,0.924249828,1.002205384,0.785902596,-1.396852846,-0.275958512,-0.228374317,0.120022926,1
-3.414795886,-3.087097977,0.939502758,0.609228574,1.476126722,-0.287191668,0.960962948,1.932344995,-3.042850664,1.296727162,-1.603715266,0.868532207,0.216432215,-1.10141954,0.570408767,-1.00736709,0.693811633,-0.004442517,-0.064981356,-0.734237979,1
-2.688550707,-2.225003923,-3.289537176,-0.816411753,0.376529093,-1.913247136,-0.716932352,-0.023800404,0.154836911,0.806017048,-0.088771438,0.335893224,0.156008625,0.562430004,0.432333017,0.940397809,-1.003448529,0.830625729,0.878905872,1.162380932,1
-1.298235765,-1.542319175,-1.576336255,0.469869038,0.716718376,-0.158789736,-0.020612232,-0.469239398,-0.088456182,0.478487951,-0.505482943,-0.411055005,-0.244165897,0.379410573,-0.07262716,0.776937745,0.332350648,0.491370767,1.101990842,0.266208233,0
-0.786371745,1.114755064,0.263047087,0.676519299,-0.948054055,0.281403398,-1.484645489,0.181408983,-0.96771279,1.424035393,-1.517568186,-1.090511999,0.455746401,0.411599778,0.310727198,1.376369537,-0.450093783,-0.538080108,-0.167600638,0.680509709,1
0.215565233,4.205805937,1.403566673,-0.555842287,0.049349079,-0.760712846,1.461485871,-5.144930948,-0.769331791,1.560553185,0.531146952,1.766547218,1.979043357,0.317988442,-0.048603235,-0.594366556,-2.144066971,-0.758595282,-1.145663754,-0.079013851,1
